timestamp,source_ip,pid,cpu_usage,cpu_variance,num_processes,process_creation_rate,memory_usage,page_faults,virtual_memory,file_reads,file_writes,file_deletes,file_renames,file_encryption_rate,unique_extensions,file_entropy,net_bytes_sent,net_bytes_recv,net_connections,dns_queries,external_ips,registry_mods,service_changes,privilege_escalations,shadow_copy_deletes,io_bytes,thread_count,handle_count,api_crypto,api_filesystem,api_network,api_registry,label
2019-05-12 12:04:31,192.168.1.229,2570,22.01,6.35,138,1.44,58.25,64,1921,75,81,0,0,0.0191,1,4.347,16961,294377,11,5,5,0,1,0,0,727444,1082,11630,3,196,95,0,Benign
2019-05-12 08:50:25,192.168.1.7,4834,30.01,1.42,68,4.29,49.38,46,1885,127,22,0,1,0.0247,8,4.534,70514,238735,20,6,4,3,1,0,0,476529,771,22296,1,28,50,16,Benign
2019-05-12 09:14:42,192.168.1.243,4322,13.66,5.79,98,1.33,44.49,117,2658,52,33,0,1,0.0075,5,3.757,15764,160666,21,1,7,3,0,0,0,863332,629,8053,11,96,50,5,Benign
2019-05-12 08:43:55,192.168.1.58,2143,15.38,7.14,118,2.66,61.0,34,2031,98,30,0,0,0.0311,3,2.0,70875,31432,3,7,4,0,0,0,0,548950,821,19203,7,298,73,13,Benign
2019-05-12 14:23:56,192.168.1.20,9956,94.48,12.89,224,14.8,62.8,100,3994,685,513,10,218,0.7602,10,7.0,5043725,487621,92,56,13,46,10,1,2,8988002,1875,50273,467,1590,408,75,Ransomware
2019-05-12 11:15:36,192.168.1.204,5365,8.1,0.0,129,4.02,23.09,70,1556,67,30,0,0,0.0151,1,4.635,43902,258167,19,9,1,0,0,0,0,480860,431,15042,1,100,62,13,Benign
2019-05-12 12:46:36,192.168.1.127,2382,95.58,6.3,201,9.44,61.54,339,3846,494,372,30,227,0.8971,30,7.842,5313761,528782,79,44,34,48,8,3,2,7876918,2639,44331,582,1160,127,60,Ransomware
2019-05-12 14:56:32,192.168.1.72,8712,80.08,15.6,190,10.95,72.74,256,2000,468,368,19,93,0.8665,15,7.692,2457282,340112,51,37,43,28,11,6,2,9725102,2276,65543,499,1859,532,30,Ransomware
2019-05-12 14:42:12,192.168.1.245,5476,83.27,15.89,197,20.51,76.66,330,3127,564,310,6,183,0.6441,16,8.0,4947485,400428,66,44,23,23,13,4,4,6516909,2008,48587,336,1079,338,90,Ransomware
2019-05-12 13:26:52,192.168.1.40,8111,90.3,14.61,108,6.33,53.71,426,2802,790,298,3,262,0.7766,36,7.588,8629985,541948,81,59,24,22,9,3,4,7971673,2249,51137,629,1164,243,122,Ransomware
2019-05-12 08:24:51,192.168.1.104,2890,21.5,0.69,109,2.19,35.66,0,1938,222,38,1,0,0.0643,5,4.481,46046,212370,21,6,3,4,0,0,0,459699,717,6882,7,136,30,20,Benign
2019-05-12 10:56:37,192.168.1.207,2175,13.47,4.63,120,3.46,34.56,66,1341,114,56,1,0,0.0007,7,3.782,55465,120200,18,0,6,6,0,0,0,564906,1020,17584,11,330,94,13,Benign
2019-05-12 11:31:21,192.168.1.165,6340,22.81,0.89,139,4.34,47.95,75,1898,11,40,3,0,0.0369,6,2.924,15743,138321,19,2,2,1,0,0,0,591270,788,7910,5,157,5,14,Benign
2019-05-12 13:50:17,192.168.1.124,8401,74.32,13.22,211,11.25,77.02,323,4175,547,482,17,145,1.0,14,7.767,4725823,539635,43,76,27,41,6,11,2,8075861,2328,35104,216,1649,446,76,Ransomware
2019-05-12 12:31:12,192.168.1.82,5913,84.35,13.79,122,11.14,81.43,442,3765,581,295,10,187,0.7929,31,7.251,7890019,487521,93,44,46,26,10,10,4,4136223,1622,37396,216,2377,392,72,Ransomware
2019-05-12 13:10:25,192.168.1.160,7470,74.07,22.1,205,15.02,98.0,343,2914,565,438,11,410,0.8379,28,7.997,10165438,750997,41,44,20,25,14,4,2,9162575,2065,61829,454,1803,454,134,Ransomware
2019-05-12 09:45:01,192.168.1.36,9029,19.47,5.0,179,2.06,52.35,97,1430,124,0,0,0,0.0,2,3.373,72159,170564,13,2,2,2,0,0,0,550545,674,16146,6,42,18,24,Benign
2019-05-12 10:09:51,192.168.1.157,9027,26.94,1.92,93,1.85,52.7,75,754,126,26,1,0,0.0,3,2.75,35785,92549,11,2,5,4,0,0,0,355734,1100,18928,5,200,103,12,Benign
2019-05-12 12:32:27,192.168.1.95,9178,77.8,16.69,161,19.11,60.03,335,3324,674,259,16,220,0.9137,39,7.855,7581141,445501,77,38,37,36,2,1,4,7723905,2184,31649,479,1435,400,94,Ransomware
2019-05-12 13:37:12,192.168.1.209,7055,93.77,14.81,293,16.57,81.79,316,3774,364,429,12,228,0.9649,33,8.0,7418040,367085,89,67,20,13,4,6,4,5656119,1353,54266,483,1861,286,32,Ransomware
2019-05-12 09:03:01,192.168.1.113,9783,18.95,3.21,130,3.16,50.06,47,2554,94,43,0,0,0.0,1,6.207,77032,31833,15,3,5,2,0,0,0,455411,961,16998,13,168,81,28,Benign
2019-05-12 09:24:11,192.168.1.68,8987,25.54,3.05,128,3.38,57.94,95,1247,59,18,0,0,0.0243,3,3.457,81430,23999,1,0,2,1,0,0,0,637296,1034,13425,0,120,33,11,Benign
2019-05-12 11:52:52,192.168.1.139,8243,14.75,2.43,85,3.98,53.01,113,2347,79,33,2,0,0.0065,4,4.611,58440,141861,14,8,1,4,1,0,0,300614,1013,12252,3,126,20,6,Benign
2019-05-12 12:02:07,192.168.1.179,3668,21.0,2.22,97,5.87,58.6,53,1673,98,30,0,0,0.0031,5,3.776,60394,138821,28,7,0,4,0,0,0,461721,491,21965,2,63,32,0,Benign
2019-05-12 10:35:51,192.168.1.129,9779,6.15,9.15,165,3.95,33.87,20,2173,131,39,1,0,0.0102,8,4.02,63930,182027,11,5,8,5,1,0,0,337422,692,13058,1,226,19,1,Benign
2019-05-12 11:05:45,192.168.1.130,5331,23.06,4.92,142,2.01,52.35,83,2450,5,12,1,0,0.045,6,4.332,50851,91879,17,1,5,2,1,0,0,595316,782,12950,1,102,58,17,Benign
2019-05-12 09:37:45,192.168.1.163,7084,14.5,1.07,138,2.53,51.11,26,2379,99,20,0,0,0.0,4,5.52,10466,129354,1,3,5,0,1,0,0,576224,878,18688,0,304,71,4,Benign
2019-05-12 10:32:42,192.168.1.246,1745,22.63,4.18,139,1.16,45.28,70,2882,37,34,1,0,0.0219,7,3.453,34903,165935,16,0,2,5,1,0,0,625335,1022,16384,0,326,53,12,Benign
2019-05-12 08:31:22,192.168.1.181,9608,21.98,2.44,130,0.0,47.08,84,1134,43,31,2,0,0.0352,5,3.329,47722,151293,3,2,4,2,0,0,0,229277,720,10155,6,197,52,0,Benign
2019-05-12 13:21:06,192.168.1.141,6575,87.82,12.05,166,10.03,73.38,344,3164,280,708,10,192,0.861,10,7.825,4633689,506853,62,34,10,36,8,2,2,7551805,1663,65003,339,1953,201,109,Ransomware
2019-05-12 13:01:21,192.168.1.130,4463,87.82,23.49,125,11.18,69.12,231,3366,658,566,28,245,0.6928,18,8.0,7672784,560562,59,68,25,57,12,11,2,13465243,1517,36753,694,1929,206,77,Ransomware
2019-05-12 09:06:32,192.168.1.48,9536,15.23,1.01,111,1.83,17.92,27,1167,139,33,0,0,0.0,8,6.414,90776,113517,1,2,3,7,1,0,0,658103,942,15823,10,137,74,12,Benign
2019-05-12 08:31:30,192.168.1.27,4012,32.52,4.01,147,1.4,50.46,70,2143,157,0,1,0,0.0275,5,6.052,38986,33988,19,4,4,3,0,0,0,498937,828,11938,4,205,67,26,Benign
2019-05-12 09:36:32,192.168.1.65,5622,22.85,1.7,94,2.75,26.46,54,1226,111,36,2,0,0.0104,6,2.608,63204,189288,18,5,4,0,0,0,0,670752,1181,18110,1,181,57,5,Benign
2019-05-12 13:18:15,192.168.1.33,3654,87.1,13.15,170,20.03,90.66,349,2580,473,561,27,98,0.8947,27,7.366,3865693,393005,67,88,15,29,3,5,1,8760734,1594,47132,513,1769,360,106,Ransomware
2019-05-12 11:52:41,192.168.1.78,5748,11.7,3.59,121,4.36,45.23,28,2323,48,69,2,0,0.0,1,3.565,68075,213219,7,11,5,3,0,0,0,483632,579,16510,6,152,51,7,Benign
2019-05-12 11:06:41,192.168.1.35,7222,15.85,2.8,126,1.68,39.42,58,1178,45,55,1,0,0.0318,9,5.82,72799,221446,3,5,2,2,0,0,0,590579,688,14796,6,427,32,7,Benign
2019-05-12 13:36:17,192.168.1.127,2934,83.52,17.93,202,6.91,84.96,407,2936,567,318,43,182,0.845,22,7.62,4793157,483662,74,29,28,39,2,2,3,8840329,2297,62454,301,2226,176,93,Ransomware
2019-05-12 11:41:52,192.168.1.234,2097,19.78,3.01,143,4.32,41.52,20,2280,158,27,0,0,0.0,7,3.046,75941,303551,4,2,6,3,0,0,0,543194,651,10895,2,309,61,22,Benign
2019-05-12 13:34:22,192.168.1.193,4519,86.43,19.57,145,12.83,73.84,309,3211,385,680,14,127,0.8492,20,7.953,7516638,356268,108,57,26,23,9,1,5,9412275,1830,56897,513,1300,356,59,Ransomware
2019-05-12 12:06:26,192.168.1.71,8544,13.11,4.21,109,2.59,38.98,0,2782,41,0,0,0,0.0321,4,5.433,75527,159558,17,10,1,2,0,0,0,491193,1162,18122,3,364,47,6,Benign
2019-05-12 13:27:16,192.168.1.88,1947,85.53,7.13,139,14.13,82.48,174,3346,266,428,16,68,1.0,39,7.628,5287833,439364,69,69,30,24,2,1,2,10102577,1616,30817,587,1353,326,78,Ransomware
2019-05-12 09:26:31,192.168.1.114,4012,16.8,2.96,51,2.93,53.42,28,2029,128,47,0,0,0.0431,1,4.428,80920,118628,15,0,3,1,0,0,0,492347,998,14812,0,372,20,10,Benign
2019-05-12 12:31:35,192.168.1.118,7788,84.64,18.98,159,7.39,85.94,384,3050,543,404,10,297,0.6633,10,7.524,3180289,50000,78,38,36,18,12,6,4,12290592,1973,41079,432,1272,206,105,Ransomware
2019-05-12 09:52:00,192.168.1.212,9621,22.6,1.69,106,2.93,46.58,25,2501,40,67,0,0,0.0139,1,4.142,26381,1000,10,3,7,3,0,0,0,654808,841,18893,6,324,94,6,Benign
2019-05-12 11:28:45,192.168.1.192,5528,8.4,4.68,110,2.19,41.14,88,2021,118,35,1,0,0.0181,5,3.552,38015,158221,16,1,4,0,0,0,0,551574,722,12388,5,189,79,15,Benign
2019-05-12 10:23:27,192.168.1.111,7292,12.92,4.04,163,0.0,37.0,1,2081,133,20,0,0,0.0,9,4.829,57771,38187,15,12,2,4,0,0,0,323160,1105,13572,0,89,5,10,Benign
2019-05-12 14:28:35,192.168.1.197,6810,89.11,9.52,203,11.48,81.55,100,2664,465,490,19,205,0.8425,38,7.922,4687368,622761,84,57,18,42,2,1,2,14201644,2566,39831,341,1518,250,114,Ransomware
2019-05-12 08:14:36,192.168.1.206,1894,21.62,1.5,112,1.43,41.04,68,1808,111,33,0,0,0.0422,3,3.574,25020,260116,3,4,4,6,0,0,0,991454,737,25616,4,168,23,3,Benign
2019-05-12 14:47:46,192.168.1.210,2103,79.98,13.3,193,17.31,72.42,288,2000,551,542,15,283,0.8431,31,7.287,1789654,125446,30,34,21,29,4,7,1,8274861,1561,36998,637,957,192,56,Ransomware
2019-05-12 10:39:05,192.168.1.34,8907,16.14,1.35,143,0.95,60.87,139,1504,141,8,1,0,0.0,1,3.129,71898,141802,14,3,6,2,0,0,0,278601,765,4854,2,231,68,12,Benign
2019-05-12 08:03:45,192.168.1.50,5190,9.24,0.0,107,0.0,48.02,49,1068,133,25,0,0,0.0,7,5.254,85403,115769,17,5,2,0,0,0,0,725872,754,10329,2,198,22,13,Benign
2019-05-12 12:44:06,192.168.1.19,7895,75.08,7.74,148,14.98,66.88,267,4004,532,169,11,50,0.9847,38,7.613,3349366,383201,43,45,10,35,13,10,4,4427800,1917,59351,844,1223,290,67,Ransomware
2019-05-12 14:29:31,192.168.1.163,3279,77.96,14.55,204,14.32,68.03,423,3621,527,533,27,399,1.0,34,7.464,5400959,662944,56,49,25,37,3,3,3,10313708,1736,49707,415,1256,482,70,Ransomware
2019-05-12 09:29:37,192.168.1.16,8801,11.05,3.23,157,1.53,37.37,73,1979,110,39,0,0,0.0139,3,4.406,92296,156026,21,7,0,1,0,0,0,579468,1098,8890,9,196,73,8,Benign
2019-05-12 11:55:45,192.168.1.21,3423,12.07,5.72,82,2.18,34.9,45,1565,108,0,0,0,0.0337,8,3.884,71092,58192,22,5,2,3,0,0,0,114087,1042,28681,14,310,99,21,Benign
2019-05-12 10:05:21,192.168.1.145,5999,13.64,2.57,99,2.03,53.61,65,1428,110,33,1,0,0.0173,5,5.479,66786,128697,14,7,2,0,0,0,0,197377,704,12398,1,211,73,12,Benign
2019-05-12 11:12:26,192.168.1.33,3653,22.1,1.04,112,0.3,45.15,46,2505,13,55,0,1,0.057,2,4.982,80918,1000,30,8,2,3,0,0,0,784258,701,17265,0,85,17,10,Benign
2019-05-12 09:59:42,192.168.1.143,4617,13.01,5.35,96,0.0,11.16,70,3232,121,47,0,0,0.0054,3,2.708,76930,269999,17,2,0,1,0,0,0,263931,766,22285,3,293,19,13,Benign
2019-05-12 11:21:32,192.168.1.17,1604,18.13,1.86,103,1.55,56.65,0,1255,82,43,1,0,0.014,1,4.242,9277,218336,10,4,2,5,0,0,0,600918,672,25025,2,471,5,12,Benign
2019-05-12 13:32:12,192.168.1.61,4868,100.0,18.82,165,14.4,73.45,217,3801,586,299,3,266,0.8182,25,7.436,3305268,50000,81,15,30,10,9,8,5,7962171,1643,42828,483,1084,227,120,Ransomware
2019-05-12 12:18:12,192.168.1.122,7557,86.75,14.25,137,21.06,85.56,217,3138,381,429,3,316,0.7225,34,8.0,9979591,439309,88,16,10,15,11,7,3,5759419,2962,30184,275,1658,240,87,Ransomware
2019-05-12 14:22:21,192.168.1.155,8660,80.22,20.66,205,14.61,73.64,213,4231,304,537,3,184,1.0,26,7.69,6899535,540372,96,34,14,66,3,2,2,7463908,2565,29567,515,1983,285,98,Ransomware
2019-05-12 08:23:35,192.168.1.195,7762,5.1,4.75,150,3.05,54.23,71,2508,46,10,0,0,0.0249,6,6.5,42885,111598,14,2,4,5,1,0,0,516926,710,15887,3,159,69,11,Benign
2019-05-12 14:49:51,192.168.1.75,1217,89.52,14.78,100,16.46,53.92,100,4988,597,455,13,320,0.8536,27,8.0,4797130,1007407,49,32,33,23,9,1,2,11244688,1706,20000,558,1120,339,118,Ransomware
2019-05-12 09:10:11,192.168.1.202,9294,6.02,4.96,176,1.18,48.38,29,2729,47,34,0,0,0.026,8,4.588,65427,208105,20,5,2,0,0,0,0,309925,829,8747,2,32,84,9,Benign
2019-05-12 10:06:07,192.168.1.235,9952,1.0,1.13,106,0.0,49.06,52,1193,104,65,1,0,0.0607,5,5.941,77058,85298,17,4,2,0,0,0,0,286202,1080,9742,0,157,103,11,Benign
2019-05-12 09:37:22,192.168.1.77,4558,19.76,4.97,152,0.45,37.99,100,2137,101,30,2,1,0.019,5,5.555,45879,151872,19,2,3,1,0,0,0,427447,874,7436,4,249,26,29,Benign
2019-05-12 10:12:42,192.168.1.76,4387,18.49,4.09,97,1.88,26.16,78,2782,161,51,0,0,0.0265,6,4.347,33853,189844,18,4,6,2,0,0,0,609158,819,13800,0,262,86,3,Benign
2019-05-12 12:48:20,192.168.1.79,7028,73.44,15.34,100,11.48,74.35,455,4201,558,426,18,95,0.9166,30,8.0,6592437,408774,113,86,31,28,4,6,3,18852386,2829,42095,491,1156,180,83,Ransomware
2019-05-12 12:23:47,192.168.1.30,8797,84.02,14.29,238,16.37,92.18,478,3303,650,377,7,186,1.0,27,7.195,6755007,661467,92,73,20,27,10,1,5,4555666,2140,20628,563,1210,275,43,Ransomware
2019-05-12 11:10:20,192.168.1.77,5641,11.28,6.24,89,1.03,40.46,74,3155,176,33,0,0,0.0389,3,4.332,1988,292797,25,6,3,1,0,0,0,678829,906,17552,6,233,38,23,Benign
2019-05-12 12:57:56,192.168.1.121,2843,82.5,10.51,173,7.25,80.11,512,3734,361,310,3,168,0.8126,14,8.0,3343750,519263,65,25,21,17,7,3,1,4767770,998,36449,214,2369,312,84,Ransomware
2019-05-12 14:45:52,192.168.1.61,4393,100.0,9.8,138,8.31,75.29,586,4882,705,730,20,338,0.8593,27,7.972,4751404,363125,147,71,20,38,8,1,3,7791077,1693,31085,273,836,219,99,Ransomware
2019-05-12 11:12:05,192.168.1.168,5528,39.88,5.16,143,1.18,36.65,75,2606,153,46,2,0,0.0174,8,3.379,50704,91028,9,6,7,1,0,0,0,324687,770,13645,8,247,70,29,Benign
2019-05-12 09:19:20,192.168.1.206,7945,4.99,7.37,76,0.67,70.41,24,1660,100,51,0,0,0.0107,2,5.393,76415,118314,7,4,5,1,0,0,0,527982,984,11184,9,20,80,6,Benign
2019-05-12 14:51:51,192.168.1.230,6202,84.57,22.42,131,15.58,64.15,100,3436,538,595,7,50,0.883,43,7.665,3788626,427610,98,27,13,25,7,3,4,8525893,1267,31486,636,2350,227,114,Ransomware
2019-05-12 12:14:26,192.168.1.52,5723,91.1,14.5,155,14.96,61.51,300,2657,682,562,15,146,0.9485,28,7.867,4247744,319293,52,51,13,37,13,5,1,6243676,1894,23143,367,2300,342,112,Ransomware
2019-05-12 14:19:57,192.168.1.31,7569,93.62,12.28,220,5.59,62.13,215,3011,624,403,3,50,0.7393,25,8.0,6695002,424152,93,39,33,37,4,4,4,2000000,3210,31541,511,858,263,59,Ransomware
2019-05-12 11:43:47,192.168.1.108,9629,17.53,0.01,129,2.76,52.15,69,1246,207,12,1,0,0.0,1,4.093,72652,53837,5,4,2,1,0,0,0,657822,646,10522,6,81,52,20,Benign
2019-05-12 10:04:07,192.168.1.186,8216,25.1,3.0,144,0.84,37.84,104,1998,154,56,1,0,0.029,8,5.526,39316,151376,13,8,3,1,0,0,0,68983,875,14257,1,20,44,5,Benign
2019-05-12 09:17:17,192.168.1.113,7450,18.02,3.92,86,1.65,49.48,52,1777,58,53,0,1,0.0181,6,3.676,16421,158640,2,2,4,2,0,0,0,238479,620,10706,5,199,25,8,Benign
2019-05-12 09:40:47,192.168.1.4,5150,29.0,0.75,154,0.97,60.08,23,2538,129,35,1,0,0.0407,8,5.172,32438,178806,18,2,3,5,0,0,0,536425,617,18742,9,181,73,0,Benign
2019-05-12 13:31:07,192.168.1.220,1982,70.21,20.06,117,11.43,68.56,402,3803,525,287,22,226,0.7651,26,8.0,4799500,50000,86,73,17,16,9,5,5,7596814,2083,50699,217,1087,231,60,Ransomware
2019-05-12 12:55:27,192.168.1.152,5312,86.59,16.28,225,15.34,67.82,137,2912,432,520,12,208,0.8843,27,8.0,7830214,50000,96,54,33,24,11,1,1,5710461,1826,47299,392,1842,287,42,Ransomware
2019-05-12 14:03:27,192.168.1.80,4878,93.91,11.9,153,16.7,81.82,547,2599,264,554,16,167,0.874,11,8.0,7763018,787610,45,55,29,28,5,7,2,5255081,2138,31644,654,1977,329,53,Ransomware
2019-05-12 10:40:06,192.168.1.156,3174,20.98,3.61,155,0.0,48.88,70,2298,65,56,0,0,0.018,1,3.915,95667,22102,9,4,4,2,1,0,0,542074,909,11102,1,338,51,6,Benign
2019-05-12 08:29:15,192.168.1.13,4063,26.8,2.32,88,2.72,41.04,23,1855,9,60,0,1,0.005,1,5.036,14960,243570,8,0,3,0,1,0,0,366846,1029,11039,8,59,5,2,Benign
2019-05-12 14:48:12,192.168.1.55,2668,89.43,10.56,201,12.3,67.85,262,3582,430,479,9,100,0.8641,13,8.0,6823919,465031,69,69,23,52,7,1,3,8426178,3194,36407,440,1229,295,69,Ransomware
2019-05-12 12:42:46,192.168.1.26,6196,66.66,16.2,197,14.13,63.49,221,3188,549,290,3,63,0.8054,31,8.0,2626508,594227,104,61,20,23,11,2,3,8283000,2264,44358,251,869,317,57,Ransomware
2019-05-12 11:46:47,192.168.1.240,5776,10.95,6.44,125,0.5,56.88,98,1097,107,30,0,0,0.0142,3,5.482,30708,224602,7,2,3,4,0,0,0,554836,897,11438,10,62,61,2,Benign
2019-05-12 14:55:05,192.168.1.73,3689,79.82,7.72,248,16.33,71.3,333,3067,366,445,12,364,0.8407,18,7.722,5423769,245942,44,61,10,31,13,3,2,13255531,1967,29283,680,2161,254,98,Ransomware
2019-05-12 08:59:51,192.168.1.120,9553,12.09,2.64,172,2.89,68.26,30,2795,49,26,2,1,0.0275,7,4.914,56235,212775,10,6,3,0,0,0,0,206261,462,16900,3,136,47,23,Benign
2019-05-12 11:45:11,192.168.1.191,2791,31.1,3.12,76,0.0,45.65,88,1132,92,32,0,0,0.0382,3,4.57,70806,141172,8,0,2,0,0,0,0,342270,718,12944,7,116,5,0,Benign
2019-05-12 11:46:50,192.168.1.149,4097,6.53,1.47,128,1.46,50.35,23,2365,120,20,0,0,0.0278,6,3.207,100,161189,10,5,0,0,0,0,0,375759,675,3000,8,67,42,15,Benign
2019-05-12 14:20:06,192.168.1.11,4394,83.01,13.16,204,12.68,78.35,303,5704,619,207,18,144,0.754,38,7.867,7573348,565467,110,36,10,26,10,2,3,4367534,2155,44347,399,1569,191,98,Ransomware
2019-05-12 08:25:40,192.168.1.2,1414,19.38,6.52,117,2.33,51.62,0,2526,98,27,1,0,0.0032,2,4.451,86184,38151,16,5,4,0,0,0,0,511355,796,14206,0,143,5,11,Benign
2019-05-12 10:19:37,192.168.1.54,7481,12.42,1.07,97,1.23,55.39,40,2537,132,66,1,0,0.0,2,5.645,45002,104801,23,7,3,4,0,0,0,338063,1072,13307,13,313,12,4,Benign
2019-05-12 09:09:27,192.168.1.170,5530,8.86,0.15,123,1.47,61.47,14,1750,63,52,3,0,0.0223,4,4.995,35733,102205,18,4,0,5,0,0,0,699830,969,15140,0,291,30,14,Benign
2019-05-12 08:30:30,192.168.1.91,3536,16.79,1.95,112,1.52,41.97,104,2086,119,0,1,0,0.045,11,4.334,26148,230828,3,5,0,1,0,0,0,501979,487,21936,9,132,33,19,Benign
2019-05-12 14:15:31,192.168.1.80,4444,92.73,18.63,169,9.7,67.76,300,4255,428,225,11,271,0.9494,28,7.533,5499481,193319,85,62,10,26,8,1,1,7552851,1957,48945,448,2829,338,73,Ransomware
2019-05-12 10:53:10,192.168.1.80,5910,13.88,3.67,130,0.23,38.29,41,1875,40,1,1,0,0.0138,5,5.98,29768,227303,10,6,7,1,0,0,0,625126,930,20536,4,261,53,8,Benign
2019-05-12 13:36:30,192.168.1.75,8755,87.87,16.46,174,22.35,77.29,217,3125,443,543,33,256,0.6665,18,7.55,4407814,684359,132,50,32,35,9,4,3,12087582,1585,30540,778,655,270,70,Ransomware
2019-05-12 14:43:52,192.168.1.211,4305,73.14,19.2,182,9.28,82.36,193,3362,273,598,10,162,0.7967,23,7.673,3723075,547067,95,77,45,33,11,5,1,7691938,2655,38880,490,2220,399,49,Ransomware
2019-05-12 14:13:15,192.168.1.73,3333,81.23,19.94,216,12.51,84.49,272,3391,688,564,5,215,0.8101,20,7.522,2073661,523161,85,48,12,34,12,6,1,12272255,1449,40828,538,676,187,30,Ransomware
2019-05-12 10:25:32,192.168.1.166,8514,22.8,3.28,162,1.73,16.47,85,1561,143,35,0,1,0.0174,4,3.7,50197,191109,7,7,5,4,1,0,0,760951,742,16270,1,135,59,5,Benign
2019-05-12 08:01:35,192.168.1.237,5885,3.7,4.1,148,3.0,47.55,43,1357,153,24,2,0,0.0572,8,4.768,1347,182766,22,2,3,2,0,0,0,446905,567,12152,11,146,5,11,Benign
2019-05-12 09:50:12,192.168.1.124,2310,14.44,5.44,106,3.56,61.45,51,3030,77,47,0,0,0.0,3,4.6,60174,118638,21,10,2,3,0,0,0,464901,625,10411,0,282,5,14,Benign
2019-05-12 12:57:15,192.168.1.75,2900,94.5,15.62,174,10.65,80.39,369,2404,401,417,19,152,0.9383,11,7.653,5350544,348425,49,48,10,10,2,8,1,10272943,1884,42185,821,1586,291,82,Ransomware
2019-05-12 11:30:06,192.168.1.250,6477,38.88,1.68,126,0.0,46.84,71,1794,78,33,0,0,0.0077,1,4.915,18628,60888,12,8,3,1,1,0,0,543257,835,9543,14,184,50,15,Benign
2019-05-12 08:18:11,192.168.1.210,1889,11.12,1.53,112,0.65,45.62,56,1914,51,30,1,0,0.0325,7,2.42,57110,113203,15,3,0,3,0,0,0,241451,638,11579,17,263,57,20,Benign
2019-05-12 10:03:56,192.168.1.53,8245,1.0,1.84,133,3.44,45.43,47,2020,115,78,1,0,0.0402,4,4.819,5290,85564,15,3,1,1,1,0,0,400643,1315,18155,6,62,58,2,Benign
2019-05-12 08:36:30,192.168.1.172,2181,1.37,0.42,135,3.24,47.77,53,2119,189,30,0,1,0.0246,4,4.648,66620,210301,29,8,4,1,1,0,0,487540,811,17528,5,333,41,18,Benign
2019-05-12 13:47:50,192.168.1.171,2885,88.08,12.25,130,6.71,74.57,220,2718,778,550,21,249,0.8764,20,7.658,7095081,541058,112,65,40,47,11,3,1,10718069,1831,37311,273,1681,180,56,Ransomware
2019-05-12 11:49:12,192.168.1.162,3725,29.04,2.91,146,2.97,58.95,53,2530,143,57,2,1,0.0346,1,3.702,49920,9809,8,1,7,2,0,0,0,663329,585,3000,13,203,66,0,Benign
2019-05-12 12:34:02,192.168.1.149,4335,80.37,18.36,115,11.34,80.91,403,3703,394,480,13,141,0.853,23,7.762,5649391,535403,140,32,18,34,13,2,4,7160237,1854,46622,784,1304,233,50,Ransomware
2019-05-12 12:46:07,192.168.1.154,3187,85.02,6.97,177,3.94,66.07,274,3120,439,367,13,91,0.8943,33,7.134,4202371,636172,74,100,32,43,5,11,4,9972437,1190,40968,513,1307,163,30,Ransomware
2019-05-12 11:30:26,192.168.1.135,1859,18.86,1.78,88,2.5,61.02,93,1331,129,28,1,0,0.0079,8,5.167,65871,173160,5,2,4,1,0,0,0,731015,723,11778,5,61,20,5,Benign
2019-05-12 14:27:31,192.168.1.150,4077,89.3,7.13,204,16.68,86.16,377,3082,538,150,12,249,0.9125,18,7.488,2754598,465576,102,52,10,42,19,9,1,8069221,1789,32520,359,1861,447,49,Ransomware
2019-05-12 13:07:20,192.168.1.37,9411,80.91,25.37,196,8.1,79.81,124,2000,541,350,6,282,0.7875,10,8.0,3662704,228777,55,45,30,30,7,5,4,9798075,2786,56084,477,1206,251,99,Ransomware
2019-05-12 11:50:15,192.168.1.4,8223,9.95,0.19,137,2.13,39.15,94,2148,112,19,1,1,0.0167,5,3.364,77570,162862,4,2,0,0,1,0,0,575261,1120,18476,0,288,13,3,Benign
2019-05-12 09:06:52,192.168.1.48,9099,15.77,0.57,50,5.46,42.27,69,1384,48,20,0,0,0.0588,6,3.033,44318,63772,1,5,6,1,0,0,0,569833,1067,15803,5,143,54,15,Benign
2019-05-12 12:09:45,192.168.1.111,5145,5.07,0.57,167,3.26,60.75,73,2580,110,14,0,0,0.0271,7,5.155,31612,135685,1,8,0,2,0,0,0,280969,830,17823,6,194,24,1,Benign
2019-05-12 11:05:40,192.168.1.248,1890,1.0,4.2,112,1.61,40.55,44,1709,47,31,0,0,0.031,5,4.098,53306,107240,7,4,5,3,1,0,0,132511,1095,13727,4,227,53,6,Benign
2019-05-12 14:38:47,192.168.1.34,4397,100.0,14.4,185,14.5,89.17,334,2000,534,472,11,122,0.962,16,7.588,5408860,431627,101,52,27,23,7,2,3,4257258,1560,48154,516,1879,294,30,Ransomware
2019-05-12 10:53:06,192.168.1.130,6187,24.63,5.07,154,0.41,51.72,73,1836,95,65,0,0,0.0,3,6.5,74311,110089,16,8,3,4,0,0,0,580069,738,14138,10,306,31,15,Benign
2019-05-12 08:48:32,192.168.1.219,9362,20.06,6.84,111,0.0,43.84,53,1685,125,68,0,0,0.0049,4,4.207,12599,112311,11,5,7,3,1,0,0,540581,856,25707,0,387,23,5,Benign
